key,nom_unite,abrege_unite,departement,type_unite,num_tph,num_tph_mobile_unite,num_fax_unite,rang_classement,adresse_geographique_unite,adresse_postale_unite,libelle_unite,type_materiel,code_unite_terminal_de_saisie
GN00003175,Brigade de proximit� de Sainte-Sigol�ne,BP STE-SIGOLENE,43,0342,+33 4 71 66 61 58,+33 6 12 81 22 37,,11701.0,Avenue de Marin�o$43600 STE SIGOLENE,AVENUE DE MARINEO$BP 72$43600 STE SIGOLENE,,,
GN00003176,Brigade de proximit� de Tence,BP TENCE,43,0342,+33 4 71 59 81 16,+33 6 00 00 00 00,,11704.0,Lieu-dit Leygat$43190 TENCE,LIEU DIT LEYGAT$43190 TENCE,,,
GN00003182,Section a�rienne de gendarmerie de Metz-Frescaty,SAG METZ-FRESCATY,57,010K,+33 3 87 56 04 58,,,1660.0,Plateau de Frescaty$2 Rue Lieutenant-colonel Dagnaux$57685 AUGNY,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003183,Section a�rienne de gendarmerie de Dijon-Longvic,SAG DIJON-LONGVIC,21,010K,+33 3 80 65 44 65,+33 6 34 40 70 22,,1664.0,Base A�rienne 102$OUGES$21600 LONGVIC,QUARTIER DEFLANDRE$30 BOULEVARD MARECHAL JOFFRE$21000 DIJON,,,
GN00003184,R�gion de gendarmerie Grand Est,RGGE,57,8017,+33 3 87 56 69 99,,,14512.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003187,Groupement de gendarmerie d�partementale de la Moselle,GGD57,57,033M,+33 3 87 56 69 41,+33 0 00 00 00 00,,14684.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003194,Brigade motoris�e de Metz,BMO METZ,57,073B,+33 3 87 56 69 13,,,14706.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003198,Compagnie de gendarmerie d�partementale de Metz,CGD METZ,57,033G,+33 3 87 56 69 30,,,14713.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003199,Groupe de commandement CGD Metz,GC CGD METZ,57,033J,+33 3 87 56 69 30,,,14714.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003200,Section de recherches de Metz,SR METZ,57,075B,+33 3 87 56 68 63,,,14640.0,Caserne g�n�ral Radet$2 Rue Albert Bettannier$57070 METZ,CASERNE GENERAL RADET$2 RUE ALBERT BETTANNIER$BP 85195$57075 METZ CEDEX 03,,,
GN00003202,Brigade territoriale autonome de Sainte-Marie-Aux-Ch�nes,BTA STE-MARIE-AUX-CHENES,57,0344,+33 3 87 53 42 47,,,14719.0,6 Rue Jean Moulin$57255 STE MARIE AUX CHENES,6 RUE JEAN MOULIN$57255 STE MARIE AUX CHENES,,,
GN00003203,Brigade territoriale autonome d'Ars-sur-Moselle,BTA ARS-SUR-MOSELLE,57,0344,+33 3 87 60 63 93,+33 6 19 36 32 03,,14720.0,10 Rue de la Gendarmerie$57130 ARS SUR MOSELLE,10 RUE DE LA GENDARMERIE$BP 20082$57130 ARS SUR MOSELLE,,,
GN00003204,Brigade territoriale autonome de Courcelles-Chaussy,BTA COURCELLES-CHAUSSY,57,0344,+33 3 87 64 00 16,,,14721.0,31 Avenue de la Lib�ration$57530 COURCELLES CHAUSSY,31 AVENUE DE LA LIBERATION$57530 COURCELLES CHAUSSY,,,
GN00003206,Brigade territoriale autonome de Maizi�res-l�s-Metz,BTA MAIZIERES-LES-METZ,57,0344,+33 3 87 80 56 03,,,14723.0,1 Avenue Fran�ois Mitterrand$57280 MAIZIERES LES METZ,1 AVENUE FRANCOIS MITTERRAND$57280 MAIZIERES LES METZ,BTA  de Maizières-lès-Metz,Bloc optique,GN00003206
GN00003208,Brigade de proximit� de R�milly,BP REMILLY,57,0342,+33 3 87 64 61 00,,,14726.0,2 Rue des Ch�nes$57580 REMILLY,2 RUE DES CHENES$57580 REMILLY,,,
GN00003210,Brigade de proximit� de Verny,BP VERNY,57,0342,+33 3 87 52 70 78,,,14725.0,47 Rue du Ch�teau$57420 VERNY,47 RUE DU CHATEAU$57420 VERNY,,,
GN00003213,Compagnie de gendarmerie d�partementale de Boulay-Moselle,CGD BOULAY-MOSELLE,57,033G,+33 3 87 79 42 20,,,14727.0,2 Rue Sainte-Croix$57220 BOULAY,2 RUE SAINTE CROIX$57220 BOULAY,,,
GN00003214,Groupe de commandement CGD Boulay-Moselle,GC CGD BOULAY-MOSELLE,57,033J,+33 3 87 79 42 20,,,14728.0,2 Rue Sainte-Croix$57220 BOULAY,2 RUE SAINTE CROIX$57220 BOULAY,,,
GN00003215,Brigade de proximit� de Boulay-Moselle,BP BOULAY-MOSELLE,57,0342,+33 3 87 79 11 11,,,14735.0,2 Rue Sainte-Croix$57220 BOULAY,2 RUE SAINTE CROIX$57220 BOULAY,,,
GN00003216,Brigade de proximit� de Bouzonville,BP BOUZONVILLE,57,0342,+33 3 87 78 23 52,,,14736.0,7 Rue de la Petite-Suisse$57320 BOUZONVILLE,7 RUE DE LA PETITE SUISSE$57320 BOUZONVILLE,,,
GN00003217,Brigade territoriale autonome de Creutzwald,BTA CREUTZWALD,57,0344,+33 3 87 93 00 02,,,14732.0,18 Rue de Longeville$57150 CREUTZWALD,18 RUE DE LONGEVILLE$57150 CREUTZWALD,BTA  de Creutzwald,Bloc optique,GN00003217
GN00003218,Brigade territoriale autonome de Faulquemont,BTA FAULQUEMONT,57,0344,+33 3 87 00 32 10,+33 614805752,,14733.0,10 Rue de la Piscine$57380 FAULQUEMONT,10 RUE DE LA PISCINE$57380 FAULQUEMONT,,,
GN00003222,Brigade de proximit� de Ch�teau-Salins,BP CHATEAU-SALINS,57,0342,+33 3 87 05 10 29,,,14752.0,4 Rue de Metz$57170 CHATEAU SALINS,4 RUE DE METZ$57170 CHATEAU SALINS,,,
GN00003223,Brigade de proximit� d'Albestroff,BP ALBESTROFF,57,0342,+33 3 87 01 60 61,+33 6 11 76 23 65,,14757.0,5 Rue du Stade$57670 ALBESTROFF,5 RUE DU STADE$57670 ALBESTROFF,,,
GN00003224,Brigade de proximit� de Delme,BP DELME,57,0342,+33 3 87 01 30 20,+33 6 72 14 88 87,,14753.0,4 Rue Maurice Vautrin$57590 DELME,4 RUE MAURICE VAUTRIN$57590 DELME,,,
GN00003225,Brigade de proximit� de Dieuze,BP DIEUZE,57,0342,+33 3 87 86 05 78,+33 6 16 91 29 38,,14756.0,2 Rue du 125�me Escadron du Train$57260 DIEUZE,2 RUE DU 125EME ESCADRON DU TRAIN$57260 DIEUZE,BP de Dieuze,Scanner,GN00003225
GN00003226,Brigade de proximit� de Vic-sur-Seille,BP VIC-SUR-SEILLE,57,0342,+33 3 87 01 10 08,,,14754.0,4 Rue Pierre Saffroy$57630 VIC SUR SEILLE,4 RUE PIERRE SAFFROY$57630 VIC SUR SEILLE,,,
GN00003227,Compagnie de gendarmerie d�partementale de Forbach,CGD FORBACH,57,033G,+33 3 87 85 10 93,,,14737.0,1 Square Delinot$57600 FORBACH,1 SQUARE DELINOT$57600 FORBACH,,,
GN00003228,Groupe de commandement CGD Forbach,GC CGD FORBACH,57,033J,+33 3 87 84 95 64,,,14738.0,1 Square Delinot$57600 FORBACH,1 SQUARE DELINOT$57600 FORBACH,,,
GN00003229,Brigade de recherches de Forbach,BR FORBACH,57,036A,+33 3 87 84 95 54,,+33 3 87 84 95 55,14740.0,1 Square Delinot$57600 FORBACH,1 SQUARE DELINOT$57600 FORBACH,,,
GN00003231,Brigade territoriale autonome de Behren-l�s-Forbach,BTA BEHREN-LES-FORBACH,57,0344,+33 3 87 87 32 64,,,14741.0,10 Rue du Petit Bois$57460 BEHREN LES FORBACH,10 RUE DU PETIT BOIS$57460 BEHREN LES FORBACH,BTA de Behren-lès-Forbach,Bloc optique,GN00003231
GN00003232,Brigade territoriale autonome de Far�bersviller,BTA FAREBERSVILLER,57,0344,+33 3 87 00 49 00,,,14742.0,2 Rue Fran�ois Rabelais$57450 FAREBERSVILLER,2 RUE FRANCOIS RABELAIS$57450 FAREBERSVILLER,,,
GN00003234,Brigade de proximit� de Grostenquin,BP GROSTENQUIN,57,0342,+33 3 87 01 70 04,,,14746.0,12 Rue des �glantiers$57660 GROSTENQUIN,12 RUE DES EGLANTIERS$57660 GROSTENQUIN,,,
GN00003237,Brigade de proximit� de Morhange,BP MORHANGE,57,0342,+33 3 87 86 18 44,,+33 6 72 14 73 03,14745.0,11 Rue Albert Schweitzer$57340 MORHANGE,11 RUE ALBERT SCHWEITZER$BP 39$57340 MORHANGE,,,
GN00003239,Brigade de proximit� de Puttelange-aux-Lacs,BP PUTTELANGE-AUX-LACS,57,0342,+33 3 87 09 60 09,,,14779.0,29 Rue des Tuilleries$57510 PUTTELANGE AUX LACS,29 RUE DES TUILLERIES$57510 PUTTELANGE AUX LACS,,,
GN00003241,Brigade de proximit� de Sarralbe,BP SARRALBE,57,0342,+33 3 87 97 80 19,,,14778.0,11 Rue de Strasbourg$57430 SARRALBE,11 RUE DE STRASBOURG$57430 SARRALBE,,,
GN00003243,Compagnie de gendarmerie d�partementale de Sarrebourg,CGD SARREBOURG,57,033G,+33 3 87 25 89 56,,,14747.0,19 Rue du Lieutenant Bildstein$57400 SARREBOURG,19 RUE DU LIEUTENANT BILDSTEIN$57400 SARREBOURG,,,
GN00003244,Groupe de commandement CGD Sarrebourg,GC CGD SARREBOURG,57,033J,+33 3 87 25 89 56,,,14748.0,19 Rue du Lieutenant Bildstein$57400 SARREBOURG,19 RUE DU LIEUTENANT BILDSTEIN$57400 SARREBOURG,,,
GN00003245,Brigade de proximit� de Sarrebourg,BP SARREBOURG,57,0342,+33 3 87 03 10 72,+33 6 79 47 16 34,,14763.0,19 Rue du Lieutenant Bildstein$57400 SARREBOURG,19 RUE DU LIEUTENANT BILDSTEIN$57400 SARREBOURG,,,
GN00003246,Brigade de proximit� de Dabo,BP DABO,57,0342,+33 3 87 07 40 06,+33 616912898,,14761.0,39 Rue de la Fontaine$57850 DABO,39 RUE DE LA FONTAINE$57850 DABO,,,
GN00003247,Brigade de proximit� de F�n�trange,BP FENETRANGE,57,0342,+33 3 87 07 60 08,,,14758.0,31 Rue du Mar�chal Leclerc$57930 FENETRANGE,31 RUE DU MARECHAL LECLERC$57930 FENETRANGE,,,
GN00003248,Brigade de proximit� de Lorquin,BP LORQUIN,57,0342,+33 3 87 24 80 03,,,14764.0,89 Rue du G�n�ral Leclerc$57790 LORQUIN,89 RUE DU GENERAL LECLERC$57790 LORQUIN,,,
GN00003249,Brigade de proximit� de Moussey,BP MOUSSEY,57,0342,+33 3 87 24 60 12,+33 6 72 14 74 33,,14765.0,51 Rue de la Gare$57770 MOUSSEY,51 RUE DE LA GARE$57770 MOUSSEY,,,
GN00003250,Brigade de proximit� de Phalsbourg,BP PHALSBOURG,57,0342,+33 3 87 24 10 08,,,14760.0,8 Rue des Glacis$57370 PHALSBOURG,8 RUE DES GLACIS$57370 PHALSBOURG,,,
GN00003251,Compagnie de gendarmerie d�partementale de Sarreguemines,CGD SARREGUEMINES,57,033G,+33 3 87 95 89 73,,,14766.0,50 Rue du Champ de Mars$57200 SARREGUEMINES,50 RUE DU CHAMP DE MARS$57200 SARREGUEMINES,,,
GN00003252,Groupe de commandement CGD Sarreguemines,GC CGD SARREGUEMINES,57,033J,+33 3 87 95 89 73,,,14767.0,50 Rue du Champ de Mars$57200 SARREGUEMINES,50 RUE DU CHAMP DE MARS$57200 SARREGUEMINES,,,
GN00003253,Brigade de recherches de Sarreguemines,BR SARREGUEMINES,57,036A,+33 3 87 95 89 66,,,14770.0,50 Rue du Champ de Mars$57200 SARREGUEMINES,50 RUE DU CHAMP DE MARS$57200 SARREGUEMINES,,,
GN00003254,Brigade territoriale autonome de Sarreguemines,BTA SARREGUEMINES,57,0344,+33 3 87 95 22 88,,,14772.0,50 Rue du Champ de Mars$57200 SARREGUEMINES,50 RUE DU CHAMP DE MARS$57200 SARREGUEMINES,,,
GN00003255,Brigade de proximit� de Bitche,BP BITCHE,57,0342,+33 3 87 96 21 22,,,14774.0,4 Quai Branly$57230 BITCHE,4 QUAI BRANLY$57230 BITCHE,,,
GN00003257,Brigade de proximit� de Lemberg,BP LEMBERG,57,0342,+33 3 87 06 49 29,+33 6 16 01 16 13,,14775.0,3 Rue de Mouterhouse$57620 LEMBERG,3 RUE DE MOUTERHOUSE$57620 LEMBERG,,,
GN00003258,Brigade territoriale autonome de Rohrbach-l�s-Bitche,BTA ROHRBACH-LES-BITCHE,57,0344,+33 3 87 09 70 11,,,14771.0,2 Rue Sainte-Genevi�ve$57410 ROHRBACH LES BITCHE,2 RUE SAINTE GENEVIEVE$57410 ROHRBACH LES BITCHE,,,
GN00003259,Brigade de proximit� de Volmunster,BP VOLMUNSTER,57,0342,+33 3 87 96 72 51,,,14776.0,53 Rue de Sarreguemines$57720 VOLMUNSTER,53 RUE DE SARREGUEMINES$57720 VOLMUNSTER,,,
GN00003260,Compagnie de gendarmerie d�partementale de Thionville,CGD THIONVILLE,57,033G,+33 3 82 88 13 23,,,14780.0,42 All�e Raymond Poincar�$57100 THIONVILLE,42 ALLEE RAYMOND POINCARE$BP 20323$57100 THIONVILLE,,,
GN00003261,Groupe de commandement CGD Thionville,GC CGD THIONVILLE,57,033J,+33 3 82 88 13 23,,,14781.0,42 All�e Raymond Poincar�$57100 THIONVILLE,42 ALLEE RAYMOND POINCARE$BP 20323$57100 THIONVILLE,,,
GN00003262,Brigade de recherches de Thionville,BR THIONVILLE,57,036A,+33 3 82 88 65 73,,,14783.0,42 All�e Raymond Poincar�$57100 THIONVILLE,42 ALLEE RAYMOND POINCARE$BP 20323$57100 THIONVILLE,,,
GN00003266,Brigade de proximit� d'Aumetz,BP AUMETZ,57,0342,+33 3 82 59 61 50,,,14790.0,2 Rue Joliot-Curie$57710 AUMETZ,2 RUE JOLIOT CURIE$57710 AUMETZ,,,
GN00003267,Brigade territoriale autonome de Fameck,BTA FAMECK,57,0344,+33 3 82 59 63 40,,,14784.0,50 Avenue de Metz$57290 FAMECK,50 AVENUE DE METZ$57290 FAMECK,BTA  de Fameck,Bloc optique,GN00003267
GN00003268,Brigade de proximit� de Fontoy,BP FONTOY,57,0342,+33 3 82 59 61 50,,,14791.0,9 Rue de la Scierie$57650 FONTOY,9 RUE DE LA SCIERIE$57650 FONTOY,,,
GN00003269,Brigade de proximit� de Gu�nange,BP GUENANGE,57,0342,+33 3 82 82 64 27,+33 6 72 15 11 44,,14794.0,2 Impasse Jacqueline Auriol$57310 GUENANGE,2 IMPASSE JACQUELINE AURIOL$57310 GUENANGE,,,
GN00003272,Brigade de proximit� de Metzervisse,BP METZERVISSE,57,0342,+33 3 82 56 80 70,,,14795.0,2 Place de la 90�me D.I$57940 METZERVISSE,2 PLACE DE LA 90EME DI$57940 METZERVISSE,,,
GN00003274,Brigade de proximit� d'Ottange,BP OTTANGE,57,0342,+33 3 82 59 61 50,,,14792.0,17 Rue de la Digue$57840 OTTANGE,17 RUE DE LA DIGUE$57840 OTTANGE,,,
GN00003278,Brigade territoriale autonome d'Uckange,BTA UCKANGE,57,0344,+33 3 82 86 17 17,,,14787.0,14 Rue Jean Moulin$57270 UCKANGE,14 RUE JEAN MOULIN$57270 UCKANGE,,,
GN00003282,Groupement de gendarmerie d�partementale de Meurthe-et-Moselle,GGD54,54,033M,+33 3 83 92 57 00,,,15168.0,Caserne Gendarme Roux$102 Avenue du G�n�ral Leclerc$54000 NANCY,CASERNE GENDARME ROUX$102 AVENUE DU GENERAL LECLERC$54035 NANCY CEDEX,,,
GN00003286,Compagnie de gendarmerie d�partementale de Nancy,CGD NANCY,54,033G,+33 3 83 92 57 68,,,15191.0,Caserne Gendarme Roux$102 Avenue du G�n�ral Leclerc$54000 NANCY,CASERNE GENDARME ROUX$102 AVENUE DU GENERAL LECLERC$54035 NANCY CEDEX,,,
GN00003287,Groupe de commandement CGD Nancy,GC CGD NANCY,54,033J,+33 3 83 92 57 68,,,15192.0,Caserne Gendarme Roux$102 Avenue du G�n�ral Leclerc$54000 NANCY,CASERNE GENDARME ROUX$102 AVENUE DU GENERAL LECLERC$54035 NANCY CEDEX,,,
GN00003288,Section de recherches de Nancy,SR NANCY,54,075B,+33 3 83 92 57 56,,,14648.0,Caserne Gendarme Roux$102 Avenue du G�n�ral Leclerc$54000 NANCY,CASERNE GENDARME ROUX$102 AVENUE DU GENERAL LECLERC$54035 NANCY CEDEX,,,
GN00003290,Brigade de proximit� de Champenoux,BP CHAMPENOUX,54,0342,+33 3 83 31 61 02,,,15203.0,8 Avenue du Grand-Couronn�$54280 CHAMPENOUX,8 AVENUE DU GRAND COURONNE$54280 CHAMPENOUX,,,
GN00003291,Brigade de proximit� de Dieulouard,BP DIEULOUARD,54,0342,+33 3 83 23 58 05,,,15199.0,52 Avenue Charles Roth$54380 DIEULOUARD,52 AVENUE CHARLES ROTH$54380 DIEULOUARD,,,
GN00003292,Brigade de proximit� de Dombasle-sur-Meurthe,BP DOMBASLE-SUR-MEURTHE,54,0342,+33 3 83 48 20 47,,,15202.0,100 Avenue du G�n�ral Leclerc$54110 DOMBASLE SUR MEURTHE,100 AVENUE DU GENERAL LECLERC$54110 DOMBASLE SUR MEURTHE,,,
GN00003294,Brigade territoriale autonome de Frouard,BTA FROUARD,54,0344,+33 3 83 49 30 76,,,15196.0,9 Rue Anatole France$54390 FROUARD,9 RUE ANATOLE FRANCE$54390 FROUARD,BTA  de Frouard,Bloc optique,GN00003294
GN00003295,Brigade de proximit� d'Harou�,BP HAROUE,54,0342,+33 3 83 52 40 13,,,15206.0,Rue du Mar�chal de Beauvau$54740 HAROUE,RUE DU MARECHAL DE BEAUVAU$BP 17$54740 HAROUE,,,
GN00003297,Brigade territoriale autonome de Neuves-Maisons,BTA NEUVES-MAISONS,54,0344,+33 3 83 47 80 00,,,15197.0,58 Rue du Capitaine Caillon$54230 NEUVES MAISONS,58 RUE DU CAPITAINE CAILLON$54230 NEUVES MAISONS,BTA de Neuves-Maisons,Bloc optique,GN00003297
GN00003298,Brigade de proximit� de Nomeny,BP NOMENY,54,0342,+33 3 83 31 30 11,,,15200.0,7 Rue de Lorraine$54610 NOMENY,7 RUE DE LORRAINE$BP 22$54610 NOMENY,,,
GN00003299,Brigade de proximit� de Pagny-sur-Moselle,BP PAGNY-SUR-MOSELLE,54,0342,+33 3 83 81 71 04,,,15229.0,2A Rue du G�n�ral Thi�baut$54530 PAGNY SUR MOSELLE,2A RUE DU GENERAL THIEBAUT$54530 PAGNY SUR MOSELLE,,,
GN00003303,Brigade de proximit� de V�zelise,BP VEZELISE,54,0342,+33 3 83 26 90 13,,,15205.0,5 Rue Beauregard$54330 VEZELISE,5 RUE BEAUREGARD$BP 22$54330 VEZELISE,,,
GN00003304,Compagnie de gendarmerie d�partementale de Val-de-Briey,CGD VAL-DE-BRIEY,54,033G,+33 3 82 46 01 90,,,15235.0,4 Avenue Albert de Briey$BRIEY$54150 VAL DE BRIEY,4 AVENUE ALBERT DE BRIEY$BRIEY$54150 VAL DE BRIEY,,,
GN00003305,Groupe de commandement CGD Val-de-Briey,GC CGD VAL-DE-BRIEY,54,033J,+33 3 82 46 86 54,+33 6 09 53 16 07,,15236.0,4 Avenue Albert de Briey$BRIEY$54150 VAL DE BRIEY,4 AVENUE ALBERT DE BRIEY$BRIEY$54150 VAL DE BRIEY,,,
GN00003306,Brigade de recherches de Val-de-Briey,BR VAL-DE-BRIEY,54,036A,+33 3 82 46 86 58,,,15239.0,4 Avenue Albert de Briey$BRIEY$54150 VAL DE BRIEY,4 AVENUE ALBERT DE BRIEY$BRIEY$54150 VAL DE BRIEY,,,
GN00003310,Brigade de proximit� de Jarny,BP JARNY,54,0342,+33 3 82 33 03 96,,,15250.0,5 Rue de la Gendarmerie$54800 MARS LA TOUR,5 RUE DE LA GENDARMERIE$54800 MARS LA TOUR,,,
GN00003313,Brigade de proximit� de Mars-la-Tour,BP MARS-LA-TOUR,54,0342,+33 3 82 33 92 44,,,15249.0,5 Rue de la Gendarmerie$54800 MARS LA TOUR,5 RUE DE LA GENDARMERIE$54800 MARS LA TOUR,,,
GN00003314,Brigade de proximit� de Piennes,BP PIENNES,54,0342,+33 3 82 21 90 21,,,15243.0,11 Rue Jean Moulin$54490 PIENNES,11 RUE JEAN MOULIN$54490 PIENNES,,,
GN00003315,Brigade de proximit� de Trieux,BP TRIEUX,54,0342,+33 3 82 20 40 02,,,15244.0,3 Place Jean Jaur�s$54750 TRIEUX,3 PLACE JEAN JAURES$54750 TRIEUX,,,
GN00003320,Brigade de proximit� d'Audun-le-Roman,BP AUDUN-LE-ROMAN,54,0342,+33 3 82 21 60 24,,,15241.0,5 Rue Ambroise Croizat$54560 AUDUN LE ROMAN,5 RUE AMBROISE CROIZAT$54560 AUDUN LE ROMAN,,,
GN00003323,Brigade de proximit� de Longuyon,BP LONGUYON,54,0342,+33 3 82 26 50 03,+33 789216204,,15247.0,45 Rue de Beaus�jour$54260 LONGUYON,45 RUE DE BEAUSEJOUR$54260 LONGUYON,,,
GN00003324,Brigade de proximit� de Mercy-le-Bas,BP MERCY-LE-BAS,54,0342,+33 3 82 89 64 87,,,15242.0,5 Rue des Dahlias$54960 MERCY LE BAS,5 RUE DES DAHLIAS$54960 MERCY LE BAS,,,
GN00003326,Compagnie de gendarmerie d�partementale de Lun�ville,CGD LUNEVILLE,54,033G,+33 3 83 73 02 07,,,15207.0,2 Avenue Caumont La Force$54300 LUNEVILLE,2 AVENUE CAUMONT LA FORCE$54300 LUNEVILLE,,,
GN00003327,Groupe de commandement CGD Lun�ville,GC CGD LUNEVILLE,54,033J,+33 3 83 76 85 53,,,15208.0,2 Avenue Caumont La Force$54300 LUNEVILLE,2 AVENUE CAUMONT LA FORCE$54300 LUNEVILLE,,,
GN00003328,Brigade de proximit� de Lun�ville,BP LUNEVILLE,54,0342,+33 3 83 73 02 07,,,15222.0,2 Avenue Caumont La Force$54300 LUNEVILLE,2 AVENUE CAUMONT LA FORCE$54300 LUNEVILLE,,,
GN00003330,Brigade de proximit� de Badonviller,BP BADONVILLER,54,0342,+33 3 83 42 10 07,,,15218.0,17 Avenue de la Division Leclerc$54540 BADONVILLER,17 AVENUE DE LA DIVISION LECLERC$BP 21$54540 BADONVILLER,,,
GN00003331,Brigade de proximit� de Bayon,BP BAYON,54,0342,+33 3 83 72 50 31,,,15214.0,11 Avenue de la Gare$54290 BAYON,11 AVENUE DE LA GARE$54290 BAYON,,,
GN00003332,Brigade de proximit� de Blainville-sur-l'Eau,BP BLAINVILLE-SUR-L-EAU,54,0342,+33 3 83 75 70 15,,,15213.0,19 Avenue Pierre S�mard$54360 BLAINVILLE SUR L EAU,19 AVENUE PIERRE SEMARD$54360 BLAINVILLE SUR L EAU,BP de Blainville-sur-l'Eau,Bloc optique,GN00003332
GN00003333,Brigade de proximit� de Bl�mont,BP BLAMONT,54,0342,+33 3 83 42 30 23,,,15217.0,3 Rue Victor Pierre$54450 BLAMONT,3 RUE VICTOR PIERRE$54450 BLAMONT,,,
GN00003334,Brigade de proximit� de Cirey-sur-Vezouze,BP CIREY-SUR-VEZOUZE,54,0342,+33 3 83 42 50 11,,,15219.0,15 Rue Aristide Briand$54480 CIREY SUR VEZOUZE,15 RUE ARISTIDE BRIAND$54480 CIREY SUR VEZOUZE,,,
GN00003335,Brigade de proximit� de Gerb�viller,BP GERBEVILLER,54,0342,+33 3 83 42 70 01,,,15215.0,1 Route de Remenoville$54830 GERBEVILLER,1 ROUTE DE REMENOVILLE$54830 GERBEVILLER,,,
GN00003336,Brigade territoriale autonome de Baccarat,BTA BACCARAT,54,0344,+33 3 83 75 34 82,,,15211.0,4 Rue Emile Gridel$54120 BACCARAT,4 RUE EMILE GRIDEL$54120 BACCARAT,,,
GN00003337,Compagnie de gendarmerie d�partementale de Toul,CGD TOUL,54,033G,+33 3 83 43 86 38,,,15223.0,2 Avenue du Pr�sident Kennedy$54200 TOUL,2 AVENUE DU PRESIDENT KENNEDY$BP 308$54201 TOUL CEDEX,,,
GN00003338,Groupe de commandement CGD Toul,GC CGD TOUL,54,033J,+33 3 83 43 86 38,,,15224.0,2 Avenue du Pr�sident Kennedy$54200 TOUL,2 AVENUE DU PRESIDENT KENNEDY$BP 308$54201 TOUL CEDEX,,,
GN00003339,Brigade de proximit� de Toul,BP TOUL,54,0342,+33 3 83 43 10 35,,,15232.0,2 Avenue du Pr�sident Kennedy$54200 TOUL,2 AVENUE DU PRESIDENT KENNEDY$BP 308$54201 TOUL CEDEX,,,
GN00003341,Brigade de proximit� de Colombey-les-Belles,BP COLOMBEY-LES-BELLES,54,0342,+33 3 83 52 00 07,+33 6 11 95 32 11,,15233.0,1 Route de Favi�res$54170 COLOMBEY LES BELLES,1 ROUTE DE FAVIERES$54170 COLOMBEY LES BELLES,,,
GN00003342,Brigade de proximit� de Foug,BP FOUG,54,0342,+33 3 83 62 70 21,,,15234.0,Rue des Lutons$54570 FOUG,RUE DES LUTONS$54570 FOUG,,,
GN00003343,Brigade territoriale autonome de Liverdun,BTA LIVERDUN,54,0344,+33 3 83 24 53 12,,,15227.0,45 Route de Saizerais$54460 LIVERDUN,45 ROUTE DE SAIZERAIS$54460 LIVERDUN,,,
GN00003344,Brigade de proximit� de Thiaucourt-Regni�ville,BP THIAUCOURT-REGNIEVILLE,54,0342,+33 3 83 81 90 11,,,15230.0,26 Rue du G�n�ral de Gaulle$54470 THIAUCOURT REGNIEVILLE,26 RUE DU GENERAL DE GAULLE$54470 THIAUCOURT REGNIEVILLE,,,
GN00003345,Groupement de gendarmerie d�partementale de la Meuse,GGD55,55,033M,+33 3 29 79 68 69,,,15260.0,Quartier Moncey$27 Avenue du 94�me RI$55000 BAR LE DUC,QUARTIER MONCEY$27 AVENUE DU 94EME RI$BP 30521$55012 BAR LE DUC CEDEX,,,
GN00003353,Brigade de proximit� d'Ancerville,BP ANCERVILLE,55,0342,+33 3 29 75 30 04,,,15295.0,89 Rue de Saint-Dizier$55170 ANCERVILLE,89 RUE DE SAINT DIZIER$55170 ANCERVILLE,,,
GN00003354,Brigade de proximit� de Ligny-en-Barrois,BP LIGNY-EN-BARROIS,55,0342,+33 3 29 78 00 44,+33 646045782,,15294.0,11 Rue des Prairies$55500 LIGNY EN BARROIS,11 RUE DES PRAIRIES$55500 LIGNY EN BARROIS,,,
GN00003356,Brigade territoriale autonome de Revigny-sur-Ornain,BTA REVIGNY-SUR-ORNAIN,55,0344,+33 3 29 75 63 97,,,15292.0,Quartier Andr� Maginot$13 bis Avenue du G�n�ral Sarrail$55800 REVIGNY SUR ORNAIN,QUARTIER ANDRE MAGINOT$13 BIS AVENUE DU GENERAL SARRAIL$55800 REVIGNY SUR ORNAIN,,,
GN00003359,Compagnie de gendarmerie d�partementale de Commercy,CGD COMMERCY,55,033G,+33 3 29 91 20 69,,,15283.0,19 Rue de la Pocherie$55200 COMMERCY,19 RUE DE LA POCHERIE$55200 COMMERCY,,,
